source,relative_path,speaker,label,status,audio_hash,duration,retained_seconds,rms,clipping_fraction,reason,split
CREMA-D,1046_ITH_DIS_XX.wav,CREMA-D:1046,disgust,accepted,e5ccd06b5215d2980c06d9128e9d63ba88a397c7b766c8be3bee6742ea8cf94b,2.43575,2.43575,0.01472318348464588,0.0,,test
CREMA-D,1046_ITH_FEA_XX.wav,CREMA-D:1046,fear,accepted,bbb1217331908a0fb86e495c5a8bf8762fc6c32ce43ad89c078268e2bfcda90f,1.93525,1.93525,0.07042120198131367,0.0,,test
CREMA-D,1046_ITH_HAP_XX.wav,CREMA-D:1046,happy,accepted,a08702237d04906b344e647a97795710c1c338243999c6eed52080ac219dabc5,2.102125,2.102125,0.031533722677350925,0.0,,test
CREMA-D,1046_ITH_NEU_XX.wav,CREMA-D:1046,neutral,accepted,55341541cee08cd6c50d153918f1df916801efb6694d9840a3be66d7a5541d03,2.3690625,2.3690625,0.01688555178815317,0.0,,test
CREMA-D,1046_ITH_SAD_XX.wav,CREMA-D:1046,sad,accepted,d63826a03ab68a530cf39fde9205ef4fe548eae506d6ec9edbb554840f706008,2.402375,2.402375,0.011717482413720776,0.0,,test
CREMA-D,1046_ITS_ANG_XX.wav,CREMA-D:1046,angry,accepted,a045ab3c949eb109943440b2e0037fd98c4277934ae1976ff9f0ad0ed3ea3735,2.56925,2.56925,0.03746880036223397,0.0,,test
CREMA-D,1046_ITS_DIS_XX.wav,CREMA-D:1046,disgust,accepted,ea67326b74038f2e69f258c70958daff575eb9763eb2c5936f573dd9c57f5b83,2.2689375,2.2689375,0.011079824651078256,0.0,,test
CREMA-D,1046_ITS_FEA_XX.wav,CREMA-D:1046,fear,accepted,3a12a5fb3bc9ce950e1c59c840a7c9e012119d2e9f1556181307b6e6166b7410,2.06875,2.06875,0.027719984060769268,0.0,,test
CREMA-D,1046_ITS_HAP_XX.wav,CREMA-D:1046,happy,accepted,b6dd0b738b5eca7fd74b79fd1a3a36c599d726d6a6cff0391e3b57dda8ae72e8,2.1354375,2.1354375,0.04811199410985355,0.0,,test
CREMA-D,1046_ITS_NEU_XX.wav,CREMA-D:1046,neutral,accepted,b11461dc941b9ef44e0710a3d8375f2e98abd70b04dd7ee545b382486a43f6e0,2.102125,2.102125,0.018750967763405135,0.0,,test
CREMA-D,1046_ITS_SAD_XX.wav,CREMA-D:1046,sad,accepted,f8838e52948b0f23b644c58d4c7210f606375e40e09a6cc71b1d3e61a0133fc6,2.3023125,2.3023125,0.009742285425179091,0.0,,test
CREMA-D,1046_IWL_ANG_XX.wav,CREMA-D:1046,angry,accepted,3c812eeebe661099f6ec2d4d474b26728c6942861b3b2ba0096ac5ded7ffe254,2.1354375,2.1354375,0.07550467592048564,0.0,,test
CREMA-D,1046_IWL_DIS_XX.wav,CREMA-D:1046,disgust,accepted,32dad385747fe955bfa48c4e1c8b218f1f15173f23e6251b5cb46ef0612b7ad4,2.2689375,2.2689375,0.024125614483824095,0.0,,test
CREMA-D,1046_IWL_FEA_XX.wav,CREMA-D:1046,fear,accepted,76e2c964016430f4c7d7d0dbd87c70722d8fb7626d7149938ce54ee466d4fbab,2.102125,2.102125,0.04156823492688185,0.0,,test
CREMA-D,1046_IWL_HAP_XX.wav,CREMA-D:1046,happy,accepted,63b6a4bd836d5aebc1899f1985af54e76b62c80907eb42b28aa11e2d602b2f42,2.035375,2.035375,0.03733364179840978,0.0,,test
CREMA-D,1046_IWL_NEU_XX.wav,CREMA-D:1046,neutral,accepted,7a06cfa4f08817dbcbf4440c1ed0620d68c5c6106d083bcbe720334eb76865fe,2.402375,2.402375,0.019442444396989594,0.0,,test
CREMA-D,1046_IWL_SAD_XX.wav,CREMA-D:1046,sad,accepted,a4b48f5e83d25eb13131b9481f8e96cc92b1e2601ee878433d7df01bff453bee,2.2826875,2.2826875,0.017105947625344006,0.0,,test
CREMA-D,1046_IWW_ANG_XX.wav,CREMA-D:1046,angry,accepted,9651123a087ccbe923f75f3b20f4481aafbaad8ba3167252d08fdcfbe8386896,2.1354375,2.1354375,0.04149326165197276,0.0,,test
CREMA-D,1046_IWW_DIS_XX.wav,CREMA-D:1046,disgust,accepted,1b9774be4ac801b01c48f1317832add61069ec2de90d14f5388cf02e54fc9041,1.8685625,1.8685625,0.02371081606849293,0.0,,test
CREMA-D,1046_IWW_FEA_XX.wav,CREMA-D:1046,fear,accepted,4d84e5b5477ce59858ec94987d2b66ca25d2cea7760d0eac4c3eb26637d32dc6,2.5025,2.5025,0.02063684065108916,0.0,,test
CREMA-D,1046_IWW_HAP_XX.wav,CREMA-D:1046,happy,accepted,b5c57e9316fcda718492d96674dfd98394664329d635eb6cbb27f594e8e99685,1.8685625,1.8685625,0.022799152232161602,0.0,,test
CREMA-D,1046_IWW_NEU_XX.wav,CREMA-D:1046,neutral,accepted,5df8b159834ca3c0ce6bbb45fe7dbc9aa00af310e580987fb4db6913705d9d94,2.2826875,2.2826875,0.0164137604429678,0.0,,test
CREMA-D,1046_IWW_SAD_XX.wav,CREMA-D:1046,sad,accepted,f0dab1a2d34ae41269f82546b13c1a45cf70ffb6fcbce4ed41faa292079d01f4,1.93525,1.93525,0.01006729679464994,0.0,,test
CREMA-D,1046_MTI_ANG_XX.wav,CREMA-D:1046,angry,accepted,f48402282cd464d281ddff68c49f3d191216ad79b6a8419e77fd4b3cfd43149d,2.6693125,2.6693125,0.0379111442818104,0.0,,test
CREMA-D,1046_MTI_DIS_XX.wav,CREMA-D:1046,disgust,accepted,cc1be955a6b40199434b9de2d1a5ead7cf9a2e33c6359086142e3f2a83353141,2.535875,2.535875,0.020207706049567613,0.0,,test
CREMA-D,1046_MTI_FEA_XX.wav,CREMA-D:1046,fear,accepted,ec4d04bc0549d90e941257ede532d76198d6dc44122977b8450ec56ed97c3c69,2.2826875,2.2826875,0.02625141828936546,0.0,,test
CREMA-D,1046_MTI_HAP_XX.wav,CREMA-D:1046,happy,accepted,be4893619a86fcc3c5d1935bb71e408babcb98bb7321bfd38d8bfc101acf7b14,2.002,2.002,0.025971354738834246,0.0,,test
CREMA-D,1046_MTI_NEU_XX.wav,CREMA-D:1046,neutral,accepted,2b359981f8ec35914f3a3d3720900ea77b654c038ae742fe1c2132a07122bbdc,2.06875,2.06875,0.023166483263178217,0.0,,test
CREMA-D,1046_MTI_SAD_XX.wav,CREMA-D:1046,sad,accepted,97e24d1b59c958eab73f54f4ec05403a9829c3dd5b9e57fa0c237852fd83ec71,2.3023125,2.3023125,0.017573808990330897,0.0,,test
CREMA-D,1046_TAI_ANG_XX.wav,CREMA-D:1046,angry,accepted,18f1b763a4056c896f1114fa7601cd9d9ec609b0d02c09a302ecaf75ba3608c1,2.2021875,2.2021875,0.052230408372801095,0.0,,test
CREMA-D,1046_TAI_DIS_XX.wav,CREMA-D:1046,disgust,accepted,39eac75b5f96ba2e0c085f4a3bc0394177b9d9c3dd036c9f906f0b25d7f57ab9,2.002,2.002,0.01894116102878499,0.0,,test
CREMA-D,1046_TAI_FEA_XX.wav,CREMA-D:1046,fear,accepted,6f206752f52cf517813ca58945ae92855301e687f5771d62ffff74acdfc6170a,2.035375,2.035375,0.03334150029253754,0.0,,test
CREMA-D,1046_TAI_HAP_XX.wav,CREMA-D:1046,happy,accepted,f3c0b710a524712b147a46cece4615a0190039dfc3e656d2e68e12780f06cb77,1.968625,1.968625,0.03194691185860286,0.0,,test
CREMA-D,1046_TAI_NEU_XX.wav,CREMA-D:1046,neutral,accepted,9cfa8933b5358a48e016bea6566ac9794e0ae8fff764a8b16dd2e5e14b5ef961,2.2021875,2.2021875,0.016509065051371154,0.0,,test
CREMA-D,1046_TAI_SAD_XX.wav,CREMA-D:1046,sad,accepted,aeb8462cd77f07137bc2b85667bf127744c08f6e4de397a28efde2eba9c5d754,2.102125,2.102125,0.014152663301109578,0.0,,test
CREMA-D,1046_TIE_ANG_XX.wav,CREMA-D:1046,angry,accepted,f8d08e948704d5ec9b7f4cf070baca5d2c13479b436815333a6a8384ae2c5b8e,2.2755625,2.2755625,0.047691691403320476,0.0,,test
CREMA-D,1046_TIE_DIS_XX.wav,CREMA-D:1046,disgust,accepted,11b959af7ba66ff255e1a4000eae865b3ccc04f1cc1c4c9b270a2bef64621111,2.06875,2.06875,0.04266405413957438,0.0,,test
CREMA-D,1046_TIE_FEA_XX.wav,CREMA-D:1046,fear,accepted,18aa705b8600dbda12f279c4c1b4b7478a3d4b83ba644f17eb29fa92dd36266e,1.968625,1.968625,0.016697916179141636,0.0,,test
CREMA-D,1046_TIE_HAP_XX.wav,CREMA-D:1046,happy,accepted,882ff85e3adad75feec09f687ff804538341144e3d960c443aaa8b82b7aa8e2d,2.2021875,2.2021875,0.02614174766061578,0.0,,test
CREMA-D,1046_TIE_NEU_XX.wav,CREMA-D:1046,neutral,accepted,0a31a7eb3816faf6d4516399c40deb686fbbcbd7b529d3f70bcc02cd486ded56,2.369,2.369,0.01573565290731112,0.0,,test
CREMA-D,1046_TIE_SAD_XX.wav,CREMA-D:1046,sad,accepted,e06dac71ba1e27c0102a60df9b87aa71dbf0a67e4b15f4b43b190ddbd09e5e42,2.2689375,2.2689375,0.014189032813674451,0.0,,test
CREMA-D,1046_TSI_ANG_XX.wav,CREMA-D:1046,angry,accepted,29ef7a32bfb94b63f20a05d520fb678f170c116c034aca5ac2b997c4999b7c3a,1.8351875,1.8351875,0.04473711748239792,0.0,,test
CREMA-D,1046_TSI_DIS_XX.wav,CREMA-D:1046,disgust,accepted,486188ebc4c644da185c639dbc96fc4a289627bfb53520885e573e634797877d,2.1354375,2.1354375,0.010232275667339018,0.0,,test
CREMA-D,1046_TSI_FEA_XX.wav,CREMA-D:1046,fear,accepted,456bfc62b1e5237c0b890e151b41925108199efe973f5a775e91e736e789c3a5,1.7016875,1.7016875,0.05947599858906275,0.0,,test
CREMA-D,1046_TSI_HAP_XX.wav,CREMA-D:1046,happy,accepted,316e50ce29d65fdc06dec821ed27e0c2cad62f5ba67bdc4fc964befe5dd9c502,1.601625,1.601625,0.03127293457902562,0.0,,test
CREMA-D,1046_TSI_NEU_XX.wav,CREMA-D:1046,neutral,accepted,e23d6c2e44f0a520854e907c94c756ec60aff5575128d7484c17b9126da5bf6b,2.035375,2.035375,0.017941425298749442,0.0,,test
CREMA-D,1046_TSI_SAD_XX.wav,CREMA-D:1046,sad,accepted,de948b247ca1362435c7efff98707b79c1c62bb7e1e08c6551450279ff74a497,1.93525,1.93525,0.010450346828218665,0.0,,test
CREMA-D,1046_WSI_ANG_XX.wav,CREMA-D:1046,angry,accepted,4fa45e9bb2a385e69607eeb2af1c3cf0b9ebc1a3b672d1a369946c46f7ebf112,2.3690625,2.3690625,0.04850557297222979,0.0,,test
CREMA-D,1046_WSI_DIS_XX.wav,CREMA-D:1046,disgust,accepted,5765bf0f549555316140361360a59010b112d0613a02de329b31fe99639b6e05,2.2826875,2.2826875,0.023983095434582633,0.0,,test
CREMA-D,1046_WSI_FEA_XX.wav,CREMA-D:1046,fear,accepted,09316dbcb561a732e62ec56d459068ca724d9ea7907165db41fec53710a0b72e,1.901875,1.901875,0.057722599796484045,0.0,,test
CREMA-D,1046_WSI_HAP_XX.wav,CREMA-D:1046,happy,accepted,6d6a759614a463325f35f96979a8f42c8adcba158338b5096686198ade218c4a,1.7350625,1.7350625,0.04085073689294241,0.0,,test
CREMA-D,1046_WSI_NEU_XX.wav,CREMA-D:1046,neutral,accepted,e7952e49c1b4ae5d4cd30f304a8bdcaf789e5e1f0365d8ec8b34d6dfc9caf2a9,1.93525,1.93525,0.016424468761021632,0.0,,test
CREMA-D,1046_WSI_SAD_XX.wav,CREMA-D:1046,sad,accepted,02b29c7162dfe7a57c5629d0e209eacf698e1da9c30c5ac9b8b540882637c766,1.93525,1.93525,0.013379667742067178,0.0,,test
CREMA-D,1047_DFA_ANG_XX.wav,CREMA-D:1047,angry,accepted,4ac2e0c0802c170da080f0e412d4d34a548c787409654584d3c111bbbece6bc7,2.035375,2.035375,0.08654147027538595,0.0,,train
CREMA-D,1047_DFA_DIS_XX.wav,CREMA-D:1047,disgust,accepted,99c66b1b1dedfc2a6803d15e9e044431bdb12ee6c71aeb2d98844f14f3b58e8c,2.2689375,2.2689375,0.014912957517513247,0.0,,train
CREMA-D,1047_DFA_FEA_XX.wav,CREMA-D:1047,fear,accepted,6927691a75e53a849483259c525eaeb87f02e4e4fdf8415221871f23e877068f,1.8685,1.8685,0.049393950505960835,0.0,,train
CREMA-D,1047_DFA_HAP_XX.wav,CREMA-D:1047,happy,accepted,d293739ad65846b3dd6141d23d3d8eb39ae6bd373ecbcb891ce0e48e51ca20b2,1.601625,1.601625,0.05244045108622578,0.0,,train
CREMA-D,1047_DFA_NEU_XX.wav,CREMA-D:1047,neutral,accepted,a8096d78f38506cee7a844f35123268085cfb3e33a871ee523c36b6af2b88cab,2.3356875,2.3356875,0.015173782034249747,0.0,,train
CREMA-D,1047_DFA_SAD_XX.wav,CREMA-D:1047,sad,accepted,66e7bbc1b6836d222040c444a30b76fcddfde3177814046db4688a4d0ef71e83,1.8351875,1.8351875,0.009765644296890367,0.0,,train
CREMA-D,1047_IEO_ANG_HI.wav,CREMA-D:1047,angry,accepted,369791f8fb84719aedf751667048508dda1dabbc272946df6bfc4fa3487d4b6d,2.535875,1.79,0.16028669849745003,0.002070291319564253,,train
CREMA-D,1047_IEO_ANG_LO.wav,CREMA-D:1047,angry,accepted,a3e16723e6b99c16c0c87a02c6552134be8df59df122f7bc41c0d14dcfe3737d,2.002,2.002,0.04695189393589606,0.0,,train
CREMA-D,1047_IEO_ANG_MD.wav,CREMA-D:1047,angry,accepted,b05e6c793a172f56ba0f33cf42e8017e4d9405e3505499d87188343b52d814e2,2.3023125,2.3023125,0.015516730522018449,0.0,,train
CREMA-D,1047_IEO_DIS_HI.wav,CREMA-D:1047,disgust,accepted,3c3ca6e1a61ca9d5b8faaed4d8725cc41398dc2365e43ee7f7a1e51a59f6fde9,2.402375,2.402375,0.007212379159198418,0.0,,train
CREMA-D,1047_IEO_DIS_LO.wav,CREMA-D:1047,disgust,accepted,2a01930f809ea529cf596ae21fac4d49eb58b5088529a7bc50105b286d12234e,2.1688125,2.1688125,0.007540485869026737,0.0,,train
CREMA-D,1047_IEO_DIS_MD.wav,CREMA-D:1047,disgust,accepted,0ca18d41f9061705663176f9b69cd60ea697d1806fd99937d36add51c108a6c0,2.56925,2.56925,0.010690401994308728,0.0,,train
CREMA-D,1047_IEO_FEA_HI.wav,CREMA-D:1047,fear,accepted,7843360c13ebd3d82a1a2b9c54208ee3682b71397a5beeffd09adb1da8d20d84,1.7016875,1.28,0.16418425125855676,0.0005509237154295368,,train
CREMA-D,1047_IEO_FEA_LO.wav,CREMA-D:1047,fear,accepted,8fa16b7f64d5cae07cc74a505eb6cae222eb63515a93a953c0e3a81efd971e40,2.1688125,2.1688125,0.01338806927106144,0.0,,train
CREMA-D,1047_IEO_FEA_MD.wav,CREMA-D:1047,fear,accepted,d962ea27224cd7f526d5ff66ebea41128240e280fa5eb7529cf53591fcbd8745,2.035375,2.035375,0.054028173521069,0.0,,train
CREMA-D,1047_IEO_HAP_HI.wav,CREMA-D:1047,happy,accepted,b0c89e748e17a002186ffec315752da2682b2f68f78766b1b0a00739066a32e8,1.8685625,1.8685625,0.034738534245085106,0.0,,train
CREMA-D,1047_IEO_HAP_LO.wav,CREMA-D:1047,happy,accepted,6f0a9005be6f6ac37683c0c40459407902a041ac39c580a616336a104609fae6,1.8351875,1.8351875,0.02702005971655504,0.0,,train
CREMA-D,1047_IEO_HAP_MD.wav,CREMA-D:1047,happy,accepted,5ab2b8936834491be610d40220253be9c36729596407a545d2e63c52926acdb2,1.534875,1.534875,0.034115459116618535,0.0,,train
CREMA-D,1047_IEO_NEU_XX.wav,CREMA-D:1047,neutral,accepted,1c6290a569d861e9196a5988056f125723172ec1c08cbe30657e69a3bee4a8b9,1.8351875,1.8351875,0.01524467272886783,0.0,,train
CREMA-D,1047_IEO_SAD_HI.wav,CREMA-D:1047,sad,accepted,5330f206fede874b3cf40c33ce13f7d98500e88aa93eb90411b71c93c05c99bd,1.93525,1.93525,0.009655278800637691,0.0,,train
CREMA-D,1047_IEO_SAD_LO.wav,CREMA-D:1047,sad,accepted,cc1b76c0e01bba184c67e154ac05bd9ac59e045493274b45503c353837e8376f,1.901875,1.901875,0.007432423653535726,0.0,,train
CREMA-D,1047_IEO_SAD_MD.wav,CREMA-D:1047,sad,accepted,2d85fc2309ed6791cdb7700f0f06a2ac3913fc101a8def7641c2895ae6419ee5,2.2021875,2.2021875,0.007086208893032853,0.0,,train
CREMA-D,1047_IOM_ANG_XX.wav,CREMA-D:1047,angry,accepted,1b298e279a9549951e45667bdaa2957c05e7e995c7be429144be9fa3dec895ce,2.2689375,2.2689375,0.09679908399474683,0.0,,train
CREMA-D,1047_IOM_DIS_XX.wav,CREMA-D:1047,disgust,accepted,24acff52164bbed5d05b438f06b508a8bbc6da7920cc2285071a09bcdcd96952,1.968625,1.968625,0.019519449521934594,0.0,,train
CREMA-D,1047_IOM_FEA_XX.wav,CREMA-D:1047,fear,accepted,eecd72544cb068d275b7b17200c54411fdc6b27eab9881585b25d5f7bd557149,2.102125,2.102125,0.02681540162068084,0.0,,train
CREMA-D,1047_IOM_HAP_XX.wav,CREMA-D:1047,happy,accepted,c057b80e6dc8555a715cd0c2ef88ff7563ebaa5914e94c107deeca233e8cc855,2.002,2.002,0.04963002414240586,0.0,,train
CREMA-D,1047_IOM_NEU_XX.wav,CREMA-D:1047,neutral,accepted,7e7ebeb8748cf085ddadc2901ad4992991fe3cf5611d06f1871e32dfc5e1468e,2.602625,2.602625,0.014472754567386245,0.0,,train
CREMA-D,1047_IOM_SAD_XX.wav,CREMA-D:1047,sad,accepted,bba9198471ae1bdf9a51c60949b71cade783297364288645d6929e294b10c46f,1.93525,1.93525,0.01205698020230433,0.0,,train
CREMA-D,1047_ITH_ANG_XX.wav,CREMA-D:1047,angry,accepted,e6a6f191f8c7ec82aabedddba488f5f2d4426e4235c7bba401711a0b2e206d7c,3.003,3.003,0.034669790304802425,0.0,,train
CREMA-D,1047_ITH_DIS_XX.wav,CREMA-D:1047,disgust,accepted,c3a54f1153451b8e22acc5753213ca6ae5167cd601591afacd88b9314cba80ed,2.6693125,2.6693125,0.015142673793629232,0.0,,train
CREMA-D,1047_ITH_FEA_XX.wav,CREMA-D:1047,fear,accepted,0b2fcee4c4f85cea42469509f1df7c4b328fb4a924c797e9798c18c32122ef34,2.8361875,2.8361875,0.010468430158578205,0.0,,train
CREMA-D,1047_ITH_HAP_XX.wav,CREMA-D:1047,happy,accepted,86d29df8014021ff5f904e9ab974cb466488398e0a58262d2246d9a438947840,2.3023125,2.3023125,0.04542567431673754,0.0,,train
CREMA-D,1047_ITH_NEU_XX.wav,CREMA-D:1047,neutral,accepted,061e1afa3fafa34f0b937c92226269d38b696e94296536d43336aeff5e42a59b,2.7026875,2.7026875,0.01785602003974331,0.0,,train
CREMA-D,1047_ITH_SAD_XX.wav,CREMA-D:1047,sad,accepted,6ae80050ee7a2bd38dc95acf1a497d7446d4efb3fcf7ee52a4fc4e712f016619,2.469125,2.469125,0.012049599257038567,0.0,,train
CREMA-D,1047_ITS_ANG_XX.wav,CREMA-D:1047,angry,accepted,6d36e8153a5deffb5623147f7d980acdcb25292e6cee51cd32ac5c09e9ea3501,2.8361875,2.8361875,0.03158152463270346,0.0,,train
CREMA-D,1047_ITS_DIS_XX.wav,CREMA-D:1047,disgust,accepted,5c03b577735d4377b9425223a72fca7a116bd7001d8d535536ff3cc780d2ef9f,2.469125,2.469125,0.013501318864240785,0.0,,train
CREMA-D,1047_ITS_FEA_XX.wav,CREMA-D:1047,fear,accepted,9579101ed8cba303941934c6c6d2c21980f5c4c3b9fd3a54f7cc723bab81bb29,2.1354375,2.1354375,0.026135286719730297,0.0,,train
CREMA-D,1047_ITS_HAP_XX.wav,CREMA-D:1047,happy,accepted,88fff4abafeb48f20a5ba612e1ea346e1b3635407681575a450e2866a97eba3d,2.469125,2.469125,0.02645987274184676,0.0,,train
CREMA-D,1047_ITS_NEU_XX.wav,CREMA-D:1047,neutral,accepted,6f58c17481c03a18314730bcb34bbcefb972e689b82f33b4970007f9f43cab60,2.56925,2.56925,0.016569417073890952,0.0,,train
CREMA-D,1047_ITS_SAD_XX.wav,CREMA-D:1047,sad,accepted,2ae5690e4d0360bdfa283a697afc5cabb65977ea47c98b9cf834e2a8e912646a,2.402375,2.402375,0.009053504741002902,0.0,,train
CREMA-D,1047_IWL_ANG_XX.wav,CREMA-D:1047,angry,accepted,a455f3fa48819385a5bad4b26dde207ddec0b3f3efe6ecb31d25e5d0a95842f9,2.469125,2.469125,0.04092387356833043,0.0,,train
CREMA-D,1047_IWL_DIS_XX.wav,CREMA-D:1047,disgust,accepted,b7b130842cb9d15824e71615f159cc75586f923287cb086b56e92d380381e094,2.402375,2.402375,0.01262896616850021,0.0,,train
CREMA-D,1047_IWL_FEA_XX.wav,CREMA-D:1047,fear,accepted,52850135c69a7341d24ea0aec338eee707ecce21c67f57f3dff77b228b987078,2.3356875,2.3356875,0.027361505100719705,0.0,,train
CREMA-D,1047_IWL_HAP_XX.wav,CREMA-D:1047,happy,accepted,e090c4de15ac5ec5c045fdaae3cf622a98915a9c6acf5ae5525f818ca4bfa1e1,2.5025,2.5025,0.048886299615596825,0.0,,train
CREMA-D,1047_IWL_NEU_XX.wav,CREMA-D:1047,neutral,accepted,807dd0c863f3d37ca6f101d45e14c07d868a5a9b9a877344eecd11b69f26f70d,2.469125,2.469125,0.02250246767859457,0.0,,train
CREMA-D,1047_IWL_SAD_XX.wav,CREMA-D:1047,sad,accepted,9367d813ad56f79b1b44f544839e5303aa9820a06acd3b3163b3b390721e7dda,2.602625,2.602625,0.012168000701572463,0.0,,train
CREMA-D,1047_IWW_ANG_XX.wav,CREMA-D:1047,angry,accepted,40654fed14c7d3906bc7ef0b331386e733201867821ba54f6e595d2cc4898d85,2.102125,2.102125,0.02606668448852834,0.0,,train
CREMA-D,1047_IWW_DIS_XX.wav,CREMA-D:1047,disgust,accepted,f30460f0cff9b2c848b2095604804a85be99310051b5f31c5e82420b9b0da303,2.56925,2.56925,0.007853356868726463,0.0,,train
CREMA-D,1047_IWW_FEA_XX.wav,CREMA-D:1047,fear,accepted,10946f57f13ea8c2971b4b8f0e389b1e6ab542a70c3c93198131d98b80a7486f,2.2689375,2.2689375,0.017305107342980616,0.0,,train
CREMA-D,1047_IWW_HAP_XX.wav,CREMA-D:1047,happy,accepted,960276691e15d8e1a261d9389e87546564bf15b4cc951a9af26cb718a4890481,2.535875,2.535875,0.02450164662501066,0.0,,train
CREMA-D,1047_IWW_NEU_XX.wav,CREMA-D:1047,neutral,accepted,43388aeb0a171e813baa83e31f2ce4fa6408d17381a64344d8a7fe93b6798a40,2.06875,2.06875,0.013866639036830714,0.0,,train
CREMA-D,1047_IWW_SAD_XX.wav,CREMA-D:1047,sad,accepted,6ebe124c8e305350adf77771d5e324fe1e9cacff79a17a236c45456a7d2cdb60,2.1688125,2.1688125,0.012158322346640677,0.0,,train
CREMA-D,1047_MTI_ANG_XX.wav,CREMA-D:1047,angry,accepted,1e7c01d28f6c3dc92d637dcd83fc50c0dc595f67a8b9bcf4288478a3fccad72a,2.5025,2.5025,0.06075496450593556,0.0,,train
CREMA-D,1047_MTI_DIS_XX.wav,CREMA-D:1047,disgust,accepted,f29e053344e8a6a229a4e314b4f43466e306b936a8f3449a445bc5c3cbed8db2,3.003,3.003,0.02117150671205961,0.0,,train
CREMA-D,1047_MTI_FEA_XX.wav,CREMA-D:1047,fear,accepted,720aa5fd5f87850d844df639cfa36594c34b6919da35d58fd0c9cd634050e355,2.6693125,2.6693125,0.03385705084922762,0.0,,train
CREMA-D,1047_MTI_HAP_XX.wav,CREMA-D:1047,happy,accepted,7b89f1caf97340a9a84a7d33f91053d4d89cbafe00f3c5617436a29adffe98a4,2.8361875,2.8361875,0.05382084193630184,0.0,,train
CREMA-D,1047_MTI_NEU_XX.wav,CREMA-D:1047,neutral,accepted,d6c3f84683f252faa0623026b707852626cf2e08de944ffffac550f567ae6ccf,2.6693125,2.6693125,0.02237491735173873,0.0,,train
CREMA-D,1047_MTI_SAD_XX.wav,CREMA-D:1047,sad,accepted,a884f13eb36542196bb40fbe14ae2c6d64927367fdc7d9092a0097fa507065f0,2.969625,2.969625,0.028796458523692243,0.0,,train
CREMA-D,1047_TAI_ANG_XX.wav,CREMA-D:1047,angry,accepted,9c70337f4ae355ecd536979ac489510e9a3479764cf5cb1239a0f16c630af93a,2.6693125,2.6693125,0.05241410012240446,0.0,,train
CREMA-D,1047_TAI_DIS_XX.wav,CREMA-D:1047,disgust,accepted,e884e63ba311d5d58e8f933ed343ea3d8362c204dd3a32171c94739ed5c38329,2.535875,2.535875,0.01302290366290635,0.0,,train
CREMA-D,1047_TAI_FEA_XX.wav,CREMA-D:1047,fear,accepted,7a00e3e4c519f067c5d0b379784685a04f3165df2c88f7798c71f27e3c4be89a,2.3356875,2.3356875,0.02432069897564362,0.0,,train
CREMA-D,1047_TAI_HAP_XX.wav,CREMA-D:1047,happy,accepted,318d212ddde707f89c0f3546a3f6d0709de56f67de1e105261db1bedf7def9c8,1.7684375,1.7684375,0.050149340794891965,0.0,,train
CREMA-D,1047_TAI_NEU_XX.wav,CREMA-D:1047,neutral,accepted,c388dd9d3be51e90a2a347a14f93be6dec399430e20becd4d0ff3a6efc1f6987,2.56925,2.56925,0.01954976567782038,0.0,,train
CREMA-D,1047_TAI_SAD_XX.wav,CREMA-D:1047,sad,accepted,0cd376bff5e84eda5c2be0f6c35d755cae2eecc0cd048956e8cdc889c4ba0cbe,2.43575,2.43575,0.009424943719773989,0.0,,train
CREMA-D,1047_TIE_ANG_XX.wav,CREMA-D:1047,angry,accepted,f7c200ac2a6b43288e6bc54608c1e1dd3b27abdcbd5081d20188edc038589448,2.6359375,2.6359375,0.09141090318078794,2.3710729104919975e-05,,train
CREMA-D,1047_TIE_DIS_XX.wav,CREMA-D:1047,disgust,accepted,17abe5a579cd7826efc5ff25ea42789408750e0c22f4a3e3903e2e3431051fae,3.403375,3.403375,0.01813418862736165,0.0,,train
CREMA-D,1047_TIE_FEA_XX.wav,CREMA-D:1047,fear,accepted,8c3240938418a5ade520e9b10c6bbe3ff6be61c037abaf0a5aab915ed374c368,2.2755625,2.2755625,0.05067047231758692,0.0,,train
CREMA-D,1047_TIE_HAP_XX.wav,CREMA-D:1047,happy,accepted,4596597afa321bf1cb159e072ad20f2e9cf31e6cfeb5eb1f8cb650b685ad6e55,2.6359375,2.13,0.12327487326692255,0.00035566093657379963,,train
CREMA-D,1047_TIE_NEU_XX.wav,CREMA-D:1047,neutral,accepted,744511ef48385151f6386077529ee3f0bb76bb90a2d563a3eec4517b99ded272,2.602625,2.602625,0.013158611678840736,0.0,,train
CREMA-D,1047_TIE_SAD_XX.wav,CREMA-D:1047,sad,accepted,67589f94814f7c3f663ee4d7150459dd040e5a6ac33ed28bd9834c6ec22d009c,2.93625,2.93625,0.009467779558553319,0.0,,train
CREMA-D,1047_TSI_ANG_XX.wav,CREMA-D:1047,angry,accepted,86fbb16b33f8cede8bd12d398f467fb9c9d5c8058b86e5241094395d6fd386ad,2.2755625,2.2755625,0.05706263987154068,0.0,,train
CREMA-D,1047_TSI_DIS_XX.wav,CREMA-D:1047,disgust,accepted,d9c8ff606d4b4e9c8685a2668efaa7d5567610e59f91ba1d1635a69a68d8c7be,2.8695,2.8695,0.023209314341441873,0.0,,train
